datapoint,label,animal,mx,my,mz,sx,sy,sz,DtWP,speed,error
59,4,1,0.0419893264770507,0.2643556594848633,-1.0201921463012695,0.1118234300836488,0.0708683065890475,0.0492996634608483,4.652026781338933,0.495,5.66
60,4,1,-0.0605735778808593,0.2544116973876953,-1.0085220336914062,0.0612969764921378,0.0442400594022306,0.0405927454653014,4.748248878914668,0.34,5.68
61,4,1,0.270181655883789,0.1955366134643554,-1.0048961639404297,0.1366725244846258,0.1097892057106422,0.0633049536753353,7.5257420193802345,0.31,5.6000000000000005
62,4,1,0.3989334106445312,0.1590833663940429,-0.9854011535644532,0.0980605732639707,0.0774211494872509,0.0582631729795669,8.286287104430937,0.16,5.86
63,1,1,0.2847661972045898,0.2186050415039062,-0.9874744415283204,0.2692760634880198,0.1367943574361748,0.1239889637546744,6.529782660390348,0.6900000000000001,6.37
64,3,1,0.7824316024780273,0.1928644180297851,-0.7532444000244141,0.0184940070578237,0.0115905530337897,0.0107922960695853,2.5390046001203346,0.315,6.005
65,3,1,0.7562589645385742,0.1860322952270507,-0.7806644439697266,0.0186567563496467,0.0117561169867113,0.0117306470882316,2.65246021185199,0.15,6.7700000000000005
66,3,1,0.7687435150146484,0.1781082153320312,-0.7693929672241211,0.0248101993445276,0.0122013480742359,0.0154128442495107,3.0256212080079132,0.16,6.86
67,3,1,0.7748517990112305,0.1591901779174804,-0.7633981704711914,0.0329221088076559,0.0173633605397889,0.0222177545712739,3.1086933264188534,0.29,6.28
68,3,1,0.4127788543701172,0.1502618789672851,-0.9307012557983398,0.0317714686569189,0.0263451106639817,0.021429508917411,2.697485018379056,0.19,7.22
69,3,1,0.0636539459228515,0.1838464736938476,-1.0368261337280271,0.047906381891458,0.0530783642829352,0.0350425785161632,1.9720700099285795,0.38,5.48
70,3,1,0.4042367935180664,0.189183235168457,-0.9815082550048828,0.0391171398690881,0.0415817714386947,0.0196882193935764,2.3365086448038137,0.34,6.01
71,3,1,0.5293283462524414,0.1594867706298828,-0.9249372482299804,0.049290120216864,0.0517553100634857,0.0300740879485149,1.9016357025432036,0.41,5.91
72,1,1,0.5704774856567383,0.1574440002441406,-0.8479442596435547,0.1070483524339799,0.1187475830138846,0.0602110188327124,3.4989363983980764,0.62,5.95
73,0,1,0.8527021408081055,0.1129360198974609,-0.6608753204345703,0.1392105687296372,0.123549881901043,0.1196714582108138,3.4757780342797533,0.4,6.33
74,0,1,0.8252286911010742,0.1406154632568359,-0.6922521591186523,0.1931437507229406,0.1131257210999938,0.1626818966446588,4.819670071350867,0.44,6.63
75,0,1,0.8234949111938477,0.1339359283447265,-0.7087831497192383,0.1869252403973857,0.1143927978938735,0.1321193528634187,7.580892907878646,0.19,5.8500000000000005
76,0,1,0.8690404891967773,0.164398193359375,-0.6302556991577148,0.1836775446692344,0.1095426274754111,0.1349972022645787,7.641054380741282,0.34,6.61
77,0,1,0.8120059967041016,0.1733808517456054,-0.7165851593017578,0.1657609744946661,0.0895486965039095,0.1142925831604923,7.373058114240417,0.48500000000000004,6.75
78,0,1,0.807952880859375,0.1683492660522461,-0.7224407196044922,0.1224745618461221,0.0739694144755378,0.084893932890335,7.788621397099961,0.27,6.28
79,0,1,0.8158435821533203,0.1358156204223632,-0.7010135650634766,0.1483948584799604,0.0823424529726032,0.1153565063274282,5.494526679401709,0.29,6.45
80,0,1,0.8855762481689453,0.0735950469970703,-0.6355381011962891,0.1153867071868003,0.0934577601622476,0.0950844881681549,4.047684568089931,0.33,7.17
81,0,1,0.8425788879394531,0.0956811904907226,-0.6754741668701172,0.1745944169628218,0.1281071607494837,0.1423893550193842,5.061178687410251,0.12,6.38
82,0,1,0.8496026992797852,0.1260547637939453,-0.665867805480957,0.1570964603955506,0.0990744064218857,0.1409347117730332,5.492853288597848,0.12,6.95
83,0,1,0.8514184951782227,0.2086029052734375,-0.6547365188598633,0.1947877563639446,0.1122332194455443,0.135009935231798,6.45984378569505,0.4,6.890000000000001
84,0,1,0.8193359375,0.1772336959838867,-0.7003641128540039,0.1540481059364463,0.0954129487034481,0.1077922710238539,7.429308749380378,0.18,5.43
85,0,1,0.7986965179443359,0.2229080200195312,-0.7282590866088867,0.1158777994797313,0.0995268015918892,0.1030997849247932,6.545424316558035,0.38,5.89
86,0,1,0.7793617248535156,0.1471900939941406,-0.7325811386108398,0.1845168220751076,0.1101905628723381,0.1525408266327453,6.342521112072814,0.12025000000000001,6.574999999999999
87,0,1,0.7074594497680664,0.161320686340332,-0.8106613159179688,0.0876139019558486,0.0917545586631965,0.0553907589139884,6.76397641929268,0.47,5.3100000000000005
88,0,1,0.7841720581054688,0.1519269943237304,-0.7289915084838867,0.1176668710027316,0.0815129016379648,0.0897265303867029,8.123279670155794,0.14,6.61
89,0,1,0.7943191528320312,0.1835317611694336,-0.7320528030395508,0.1071041670403082,0.0623333954537744,0.0836550824185096,6.413821896891701,0.37,6.3
90,0,1,0.7670621871948242,0.1390743255615234,-0.7561426162719727,0.1361632294788283,0.0863612734306278,0.1114517735512769,7.9425075840134065,0.38,6.82
91,0,1,0.7485895156860352,0.157205581665039,-0.7825889587402344,0.128441434667135,0.0793412714375505,0.092870970902973,8.273338019397137,0.23,6.32
92,0,1,0.8022937774658203,0.2119026184082031,-0.7157764434814453,0.128831925929204,0.0840562225132907,0.1077832755766448,7.747018828265311,0.18,7.23
93,0,1,0.7565803527832031,0.2033548355102539,-0.7606344223022461,0.1336637370645892,0.0905829430686764,0.1083834203907871,9.202327774953273,0.37,6.94
94,0,1,0.703704833984375,0.170267105102539,-0.806981086730957,0.099448167925481,0.0734470132389291,0.0764532725459571,7.791255781951956,0.35,6.7
95,0,1,0.8492050170898438,0.1066188812255859,-0.6621894836425781,0.2163575454934724,0.0783387408041775,0.1479093670305815,8.124975739279202,0.27,6.88
96,0,1,0.7826776504516602,0.1395187377929687,-0.7424678802490234,0.1580959568914973,0.1099697762268156,0.1283668618320585,8.93447046390321,0.19,5.72
97,0,1,0.812495231628418,0.158111572265625,-0.7114725112915039,0.1736298465629028,0.1293652138234335,0.1460469208751002,10.05233620863058,0.26,6.99
98,0,1,0.8382911682128906,0.1248111724853515,-0.6823196411132812,0.16886217467215,0.1171796246968116,0.1435873757343037,10.020516074024613,0.4,6.3500000000000005
99,0,1,0.8098602294921875,0.0419635772705078,-0.707249641418457,0.1810629137903306,0.117931260602293,0.1402454077227387,8.404473454910523,0.47,6.53
100,0,1,0.8351144790649414,0.1134824752807617,-0.6890335083007812,0.1112851952823736,0.101427859472268,0.0970006788233505,6.464986879576805,0.68,6.93
101,0,1,0.7741212844848633,0.1814451217651367,-0.750396728515625,0.1191363569761649,0.0704123551643877,0.0869438010598913,7.422447937363384,0.18,6.3100000000000005
102,0,1,0.7705459594726562,0.1511058807373047,-0.7613048553466797,0.1500929055809667,0.0811369622283933,0.1323971605901829,10.27336041019774,0.23,7.04
103,0,1,0.7214956283569336,0.1321249008178711,-0.7950077056884766,0.1249913171912743,0.0822048408394705,0.1035639255208478,11.012420383943178,0.245,7.01
104,1,1,0.1638441085815429,0.2237272262573242,-0.9717988967895508,0.2627631450772691,0.2700356327096268,0.1486035164780004,9.01981600754185,0.58,5.29
105,1,1,0.3010787963867187,0.1976861953735351,-0.9971036911010742,0.1442998785702397,0.1004321234089696,0.0693961430721404,13.874993616027181,0.74,2.19
106,1,1,0.6113176345825195,0.1421585083007812,-0.8743047714233398,0.0907114599881658,0.0758117269997443,0.0504999752358352,10.641021044133266,0.29,2.12
107,0,1,0.7181186676025391,0.1415414810180664,-0.7927894592285156,0.1429567836348431,0.0885888637388275,0.1161039474467572,4.927468552823309,0.4,6.33
108,0,1,0.6617097854614258,0.1928596496582031,-0.8508281707763672,0.080071112800887,0.0610304741290087,0.0496718678115221,5.957911172137037,0.54,6.08
109,0,1,0.7479228973388672,0.1685905456542968,-0.7615118026733398,0.126239009610168,0.0754054598176377,0.086066860506192,9.396519442068504,0.61,6.19
110,0,1,0.7703590393066406,0.1476888656616211,-0.760350227355957,0.1045806802422552,0.0632918319942668,0.0909155476996545,8.170081338723405,0.24,5.69
111,0,1,0.7992925643920898,0.1415557861328125,-0.7216835021972656,0.1862496294699657,0.1036347146473463,0.1403925931184999,6.037574771860286,0.32,5.8500000000000005
112,0,1,0.8297538757324219,0.1456747055053711,-0.6877803802490234,0.1390685908351781,0.1157108701899037,0.1249610086946513,5.413671582154424,0.38,5.9
113,0,1,0.8848600387573242,0.1353464126586914,-0.6082658767700195,0.1432956401420554,0.1437213363273435,0.1431682700461112,5.268100261068364,0.27,5.96
114,0,1,0.8275356292724609,0.1754150390625,-0.6971273422241211,0.1518387398250285,0.112961880683314,0.1397803119240511,2.2341857789742487,0.34,6.38
115,0,1,0.8297052383422852,0.1653146743774414,-0.6807012557983398,0.1419411379576725,0.0907671831319733,0.1158973363650814,1.6209610096876352,0.34,6.42
116,0,1,0.814122200012207,0.1564722061157226,-0.695368766784668,0.1808918962235791,0.1201019649177434,0.1385469352520262,1.9161783997513946,0.2,6.0600000000000005
117,0,1,0.8017597198486328,0.1189813613891601,-0.7250728607177734,0.143995152854942,0.0913445978962164,0.1184412588773042,3.2282095429441413,0.18,5.88
118,0,1,0.7526741027832031,0.1739416122436523,-0.7676563262939453,0.1447183279008053,0.0818411355660621,0.1203105735311834,3.810640901819749,0.19,5.91
119,0,1,0.7183971405029297,0.1913948059082031,-0.7898664474487305,0.1779116853338505,0.0889513591526061,0.1283066415971774,3.744539536475226,0.355,6.155
120,0,1,0.7029838562011719,0.1533021926879882,-0.8239116668701172,0.0663041029164361,0.0520335292301954,0.0430197864068026,4.791617771090113,0.27,6.13
121,0,1,0.7692184448242188,0.1572656631469726,-0.7520227432250977,0.1636119120429521,0.100363374998244,0.1349359543565245,6.050570246822974,0.37,6.390000000000001
122,0,1,0.7236623764038086,0.1998281478881836,-0.7906179428100586,0.1466689681824766,0.1057947245782454,0.1248575197612603,9.068530751919749,0.33,6.74
123,0,1,0.6835699081420898,0.1710901260375976,-0.8324117660522461,0.1002380821909853,0.092804456401579,0.0703321418751228,9.368986763322628,0.51,6.87
124,0,1,0.6147947311401367,0.1569900512695312,-0.8677568435668945,0.1106895398864979,0.1177011778726836,0.1036367725760513,10.742795176479667,0.45,6.36
125,0,1,0.6225805282592773,0.1330623626708984,-0.8732709884643555,0.1346612280496336,0.0981249651353929,0.1240396604207509,9.32530742615332,0.19,6.24
126,0,1,0.7050704956054688,0.1394968032836914,-0.812769889831543,0.1250456586364423,0.0838025285716632,0.0972098442748751,7.000768248842777,0.19,6.44
127,0,1,0.6505842208862305,0.1656312942504882,-0.849492073059082,0.124925311161051,0.0701776710560862,0.0829404091145043,4.201600578058318,0.18,6.09
128,0,1,0.6454343795776367,0.1886892318725586,-0.8529510498046875,0.1089906969185241,0.1083054799995614,0.096870062968856,6.788455206388459,0.275,6.325
129,0,1,0.6337518692016602,0.1996688842773437,-0.8677949905395508,0.1215554416801786,0.0853788744036453,0.108491497130172,4.432220383035608,0.15,5.86
130,0,1,0.4185314178466797,0.1862134933471679,-0.9767303466796876,0.0514637520262609,0.0595241659640131,0.0350898579163946,3.5159676363001937,0.3,5.67
131,4,1,-0.17822265625,0.1726360321044922,-0.9896612167358398,0.1277218844566992,0.1247404909933303,0.0510218059685199,4.813233895812833,0.28,5.23
132,1,1,0.145665168762207,0.2221755981445312,-0.977421760559082,0.2680365263524485,0.2093951064438816,0.1206962359047764,28.64045410442367,1.02,5.85
133,2,1,0.0725202560424804,0.2379751205444336,-1.0409088134765625,0.023242778303398,0.0217147708602237,0.0139505899375401,15.693174825523617,0.32,5.19
134,2,1,0.3110580444335937,0.2256994247436523,-0.9847087860107422,0.0986817997678401,0.0762669819008686,0.0456027140093904,16.476445935527366,0.4,5.6000000000000005
135,2,1,0.6852426528930664,0.1961679458618164,-0.8186788558959961,0.0584589798022802,0.0563976432301409,0.0547750364569733,15.726887173509132,0.35,5.8500000000000005
136,2,1,0.7056989669799805,0.1170997619628906,-0.8128690719604492,0.0912380481692944,0.0864691656188948,0.0949527036052202,16.15237039564366,0.18,6.44
137,2,1,-0.3909187316894531,0.3103914260864258,-0.9000015258789062,0.0909777325478967,0.0735232368836698,0.0360237565020758,18.234209682314138,0.56,5.1000000000000005
138,2,1,-0.292180061340332,0.2775077819824219,-0.9677743911743164,0.0299780366189686,0.0331346101615002,0.0221090846907821,16.11173145598564,0.24,4.73
139,2,1,0.2419710159301757,0.5081911087036133,-0.8468236923217773,0.0677001770266921,0.1149762809937978,0.0764263579229644,16.148150989247267,0.22,4.59
140,2,1,0.4464740753173828,-0.1369171142578125,-0.4149847030639648,0.1559244387199996,0.2276594517164406,0.150997242503926,16.10784107492618,0.32,5.86
141,2,1,0.3325529098510742,-0.8150262832641602,0.2723236083984375,0.1466675185797087,0.2053584519766213,0.1370860690418406,16.695891701051448,0.63,6.25
142,2,1,0.4259853363037109,-0.8247518539428711,0.0134487152099609,0.159317539970707,0.1747949414997678,0.1197979167119016,16.305044986474083,0.44,6.99
143,2,1,0.3941793441772461,-0.8238306045532227,0.0402278900146484,0.1329958512265993,0.2237920778634444,0.1304434026527946,17.05471909460679,0.315,6.72
144,2,1,0.3271436691284179,-0.8475542068481445,0.0629816055297851,0.1384427937667237,0.2376450348622023,0.1582886709005594,15.678974910966044,0.46,7.18
145,2,1,0.5396432876586914,-0.7531766891479492,-0.1598062515258789,0.1962142878402439,0.1888904157122962,0.1417795061573111,14.912908840357991,0.33,7.2
146,2,1,0.417581558227539,-0.6776084899902344,-0.1420478820800781,0.137963758597557,0.1351174316903669,0.1083493151571082,13.319022984130672,0.19,7.17
147,2,1,-0.152684211730957,-0.8759269714355469,-0.0521478652954101,0.0266915903266484,0.0327824724633717,0.0162688781890483,13.256876494966027,0.25,7.28
148,2,1,-0.217717170715332,-0.8621635437011719,-0.0382652282714843,0.033015175436656,0.0335970819290608,0.0169031600149001,13.44090736346169,0.13,7.72
149,2,1,-0.2542238235473633,-0.8502111434936523,-0.0658893585205078,0.0339921640034397,0.0347196281107078,0.0166430959463465,12.211908227720203,0.27,7.27
150,2,1,-0.2155532836914062,-0.8605947494506836,-0.0931005477905273,0.0321490162350673,0.0325919513161875,0.018171341393293,12.183665821896405,0.36,7.82
151,2,1,-0.144662857055664,-0.869349479675293,0.0554761886596679,0.0368702370576918,0.0392182603075177,0.0248814276337106,12.314226702583111,0.29,7.33
152,2,1,-0.0164384841918945,-0.892704963684082,0.0262432098388671,0.0326189882299977,0.040492550764518,0.0229192562374756,14.62763938595545,0.22,8.02
153,2,1,0.2738142013549804,-0.8578205108642578,-0.0238752365112304,0.0490351436454677,0.0486523560608711,0.039860361278621,13.496782723263006,0.28,6.88
154,2,1,0.2423429489135742,-0.8416786193847656,0.203826904296875,0.0483612134949525,0.0826163244703214,0.0562204065753712,14.626693090911308,0.24,7.74
155,2,1,0.2512626647949219,-0.8877897262573242,-0.06298828125,0.1009187062162112,0.1433992684173904,0.0697856778651493,14.265037551270842,0.26,7.16
156,2,1,0.1909914016723632,-0.8907461166381836,0.0606842041015625,0.0977008238280061,0.0992529181485726,0.0504802918279507,14.52163196594227,0.21,8.11
157,2,1,-0.1943826675415039,-0.8614263534545898,-0.0085697174072265,0.0321605345016042,0.0336850863572981,0.0210546813703039,15.092603189668406,0.1005,6.3500000000000005
158,2,1,-0.3382472991943359,-0.8142738342285156,-0.0148258209228515,0.029858215941614,0.0287307898360845,0.0140571275448742,16.940403236050027,0.4,7.31
159,2,1,-0.2724561691284179,-0.8222160339355469,0.0708255767822265,0.0368749092700062,0.0412809546460444,0.0371203415891901,16.041120470771613,0.31,7.03
160,2,1,-0.120981216430664,-0.8706226348876953,0.0714941024780273,0.036044400785817,0.0543683315645859,0.0273646422186599,16.76721218415511,0.26,7.300000000000001
161,2,1,-0.2049970626831054,-0.8612747192382812,-0.0022964477539062,0.0176890203147446,0.0179374420397012,0.0118155741040132,15.746146646312837,0.31,7.0600000000000005
162,2,1,-0.3005237579345703,-0.8307008743286133,-0.0203189849853515,0.0292461571515582,0.028667901328096,0.0194765130951672,13.229506344204548,0.29,7.51
163,2,1,-0.2924747467041015,-0.8314332962036133,0.0165414810180664,0.0241074984099865,0.0305124900308849,0.0292220155217876,13.530912405712444,0.17,7.23
164,2,1,0.0076665878295898,-0.8757944107055664,-0.0699710845947265,0.0509832845112482,0.0664021945493621,0.0315935444370006,16.098100009782605,0.38,7.68
165,2,1,0.1680965423583984,-0.8977174758911133,0.03802490234375,0.0490281365557396,0.0890364418187731,0.0338682493242989,15.618958515905918,0.22,6.95
166,2,1,0.0013065338134765,-0.8787708282470703,0.0644502639770507,0.034280753774017,0.0559622940199406,0.0255676098476999,15.888015482945168,0.16,7.52
167,2,1,-0.3157491683959961,-0.8236513137817383,-0.0429658889770507,0.0219698927161848,0.0191679149063309,0.0123804773992754,12.428027806546474,0.16,7.53
168,2,1,0.218057632446289,-0.8687295913696289,0.1491937637329101,0.0306035019408546,0.0498957055644661,0.0307825060099966,10.66900552695134,0.37,7.63
169,2,1,0.4098749160766601,-0.836695671081543,-0.0414800643920898,0.1011179495290437,0.1287476190362092,0.0634044491641354,10.717456042315003,0.17525000000000002,6.4399999999999995
170,2,1,0.531890869140625,-0.7482004165649414,-0.2725114822387695,0.0276805458073847,0.0412875021109895,0.0185460826874725,12.275600844502128,0.29,7.11
171,2,1,-0.0528879165649414,-0.837559700012207,-0.1208629608154296,0.0589937096136434,0.0720194163470215,0.0432717424758985,14.031167236517605,0.46,6.87
172,2,1,-0.1643447875976562,-0.8731021881103516,-0.1199970245361328,0.0171978967135544,0.0174887299575153,0.0120236952232299,10.2878815242945,0.6,10.69
173,2,1,-0.2301816940307617,-0.8542976379394531,-0.1413869857788086,0.0046945519706175,0.005616462805592,0.0039673486775527,10.998871088784853,0.1005,8.36
174,2,1,-0.2642745971679687,-0.8430023193359375,-0.1352252960205078,0.0062050185808449,0.0059212703935722,0.004378842688548,12.038591069623537,0.61,7.9
175,2,1,-0.2883796691894531,-0.838191032409668,-0.124979019165039,0.0067228528069136,0.0088019987976942,0.0058620671268635,11.999788928171952,0.1005,7.85
176,2,1,0.4701147079467773,-0.7677726745605469,0.1025733947753906,0.0807273299050916,0.0850964794700431,0.0603985564406911,11.144425569647092,0.22,6.74
177,2,1,0.5930404663085938,-0.708928108215332,0.239933967590332,0.0112191468841936,0.0130247927702734,0.008593119503724,13.267489043241236,0.16,7.78
