datapoint,label,animal,mx,my,mz,s1x,s1y,s1z,s2x,s2y,s2z,DtWP,speed,error
27,0,2,0.905954360961914,0.3363265991210937,0.3081798553466797,0.1408473153123541,0.0993121483482086,0.0869652607649021,0.1027999485221465,0.0654891296566561,0.0609540628618874,6.60707738413943,0.43999999999999995,6.365
28,0,2,0.9559803009033204,0.1195144653320312,0.2580928802490234,0.0894802821586124,0.0729132930079301,0.0612453363560573,0.0696962414028223,0.050893386574158,0.0411934575126389,5.6562256115175416,0.315,6.17
29,0,2,0.9674835205078124,0.1729183197021484,0.0732536315917968,0.1271414454949971,0.1255303396458914,0.0752403258423197,0.0940870375999288,0.0813890941689691,0.0497225260066362,2.4455053493949555,0.255,5.605
30,0,2,0.969024658203125,0.1324405670166015,-0.1462326049804687,0.0957374998487245,0.1032143686266196,0.0927897318335429,0.0775326901375058,0.0705946534813038,0.0709263490828439,2.8068803394799495,0.98,4.955
31,0,2,0.9448471069335938,0.3429450988769531,0.0736083984375,0.103386218456446,0.0819376072496269,0.0814055544812243,0.0786742890113285,0.0549726782001721,0.0557426975416358,2.8114184368380672,0.39,4.88
32,0,2,0.943389892578125,0.3600444793701172,0.1081466674804687,0.1364432552835758,0.1434251291389016,0.121892230089027,0.1094987922563421,0.0942129697413218,0.0845907003819124,6.157353935453675,0.13,5.76
33,0,2,0.9335899353027344,0.3912200927734375,0.0569877624511718,0.171566031235977,0.1602764701566506,0.1251020373846448,0.1339531747937834,0.1077942268945324,0.0896684842986851,5.655449629156951,0.325,6.215
34,0,2,0.8637886047363281,0.4781169891357422,0.1463813781738281,0.1666712186348661,0.1667952169557898,0.1049271373486042,0.127294549692028,0.1077072934330682,0.0772201756103884,5.294356733847232,0.35,6.1899999999999995
35,0,2,0.8774700164794922,0.4802932739257812,0.1769275665283203,0.1716796203299544,0.1451604307250093,0.1055887667964147,0.1363353624822472,0.0984241571911735,0.080035101141862,3.3402385225013274,0.585,6.5
36,0,2,0.8738880157470703,0.4744338989257812,0.2075958251953125,0.1687267828746465,0.0979212471188245,0.1147879489645595,0.1345220546279597,0.0696611829412269,0.0843236827979382,2.0970342296634397,0.385,6.779999999999999
37,0,2,0.929962158203125,0.3722267150878906,0.1599884033203125,0.1366103094227628,0.1065810916108778,0.0949109687553939,0.1120918506282643,0.0699277881206793,0.0707528400346177,1.3337945981391577,0.485,7.33
38,0,2,0.9221687316894532,0.3885154724121094,0.1549358367919922,0.1534531578747184,0.1138285386953996,0.0897942070776155,0.1225362469437576,0.0747996000392965,0.0710425980099642,1.0575241765139605,0.27,7.0600000000000005
39,0,2,0.8909416198730469,0.494964599609375,0.1108932495117187,0.126209739455981,0.0996254803383041,0.0781324496513859,0.1067944727623083,0.0663771585821517,0.0605124364739934,2.7855408801275643,0.38,6.495
40,0,2,0.906137466430664,0.4352779388427734,0.1174221038818359,0.148341068322451,0.1083682698343483,0.0811782430789775,0.1178774510769957,0.0741667324573322,0.0612501742386428,5.59024953301878,0.495,6.655
41,0,2,0.914897918701172,0.4115028381347656,0.161813735961914,0.1856467101856957,0.1599984091932736,0.1197945239852228,0.1474108073297281,0.1064315478560423,0.0877563870772543,7.08174378803789,0.32,6.735
42,0,2,0.8812522888183594,0.2635326385498047,0.3987274169921875,0.1313829553185482,0.078060861153511,0.0759835494023363,0.0984917918920555,0.0575030946477327,0.0544768500011822,7.5325480136650445,0.325,6.325
43,0,2,0.9736824035644532,0.1487693786621093,0.1163101196289062,0.1610218686664071,0.2200891765487027,0.1306825814296676,0.1294960485174309,0.1385986974781502,0.0895517194335646,7.12737480015657,0.32,6.04
44,0,2,0.984333038330078,0.1300945281982422,0.0997314453125,0.1254621744536854,0.1280115523007578,0.0884182632673736,0.1004963271848636,0.0838219685307236,0.0654351937390875,7.053903590178876,0.4,6.0600000000000005
45,0,2,0.9559783935546876,0.2576961517333984,0.1898784637451172,0.1196832090228065,0.1284228149473487,0.0688772820197236,0.0928200728861866,0.0843778261689427,0.052283777199438,4.436075577635409,0.245,5.765000000000001
46,0,2,0.9311542510986328,0.28497314453125,0.2646675109863281,0.1730634048112046,0.1330445741968244,0.0939488077499835,0.1391207797178782,0.0910784555458684,0.0707532552707136,5.188017086984485,0.385,5.845
47,0,2,0.8238582611083984,0.1248893737792968,0.458139419555664,0.1677725494298104,0.1447778568111846,0.1087716916027974,0.127368026900605,0.0978680972604274,0.0754355024852436,3.7286867008439617,0.7050000000000001,5.960000000000001
48,0,2,0.8714046478271484,0.425058364868164,0.3071575164794922,0.1305798468431466,0.1049665627843559,0.0811554433853663,0.1082772270093776,0.0702607457267359,0.0636918947886311,6.129530935784941,0.32999999999999996,6.205
49,0,2,0.8940639495849609,0.3928508758544922,0.2787361145019531,0.1320905646450926,0.0919928515990231,0.080154545824559,0.1111471267451501,0.0633361982673466,0.067433939682273,5.728376072160702,0.15500000000000003,6.08
50,0,2,0.886199951171875,0.3810272216796875,0.3263874053955078,0.1393291083505962,0.105762450702647,0.0785717122079057,0.112417735353395,0.0701368308987525,0.0606930745195747,3.444907778774154,0.20500000000000002,5.805
51,0,2,0.8895111083984375,0.1935024261474609,0.4122161865234375,0.1370155163475612,0.1073757155866758,0.0941913945172946,0.113380954286275,0.0727492630973769,0.0678842292417205,0.580773639763082,0.555,6.515000000000001
52,0,2,0.8772239685058594,0.0955219268798828,0.4906196594238281,0.1325380689280461,0.1312829295769304,0.0909448503903905,0.1106430620336278,0.0878577155588499,0.0637889218210066,3.0080546345525607,0.5449999999999999,6.195
53,0,2,0.8532047271728516,0.030609130859375,0.4927635192871094,0.1339160254117719,0.1755318142513752,0.1234960460685691,0.1102581050782308,0.1123631689221342,0.0813662202471673,1.371706888973681,0.25,6.0
54,0,2,0.8470363616943359,0.0805587768554687,0.5422687530517578,0.1203613886985706,0.107518393772281,0.0828962801488948,0.0970197662352416,0.0740696027945607,0.0586869305485628,3.8377017966177362,0.39,6.83
55,0,2,0.8521137237548828,0.1889381408691406,0.4993457794189453,0.1581743860772803,0.1695186424873844,0.1098063639771542,0.1247181732596122,0.1078596030877424,0.0755802870462405,3.516563742765687,0.20024999999999998,6.63
56,0,2,0.8604564666748047,0.2563533782958984,0.4228782653808594,0.1337435866400271,0.1559265442445532,0.0929549683463288,0.1055944262667919,0.1015076873927605,0.0668743174236157,4.314638869941896,0.215,6.755
57,0,2,0.9072132110595704,0.2360267639160156,0.3453998565673828,0.1917982620619114,0.1696847226667966,0.1231886156835473,0.1513201975541212,0.1112448519324448,0.08223094151419,2.3394840884421915,0.14,5.24
58,0,2,0.8750324249267578,0.3003349304199219,0.4249496459960937,0.1416060804564718,0.1149964558025279,0.0886685307413138,0.107380751380244,0.0796167642006294,0.0634032831488344,1.5965024866346875,0.335,5.8149999999999995
59,0,2,0.8921623229980469,0.13446044921875,0.4498119354248047,0.1163266376396169,0.0971065235498957,0.083187567107997,0.0936605004336497,0.0706357493437597,0.0588827099254922,2.811990555001788,0.285,6.375
60,0,2,0.8455581665039062,0.2154006958007812,0.4798259735107422,0.1366394714081903,0.1316583525650068,0.0813216210113948,0.1065331415133488,0.0886672245000084,0.0602145881747864,3.098849958954299,0.23,6.225
61,0,2,0.8853054046630859,0.2886180877685547,0.3559684753417969,0.1486163200298841,0.1968502588820149,0.1117839490958318,0.120803800002411,0.1244385744393455,0.0765691659804331,3.79230582114188,0.355,6.75
62,0,2,0.8710823059082031,0.3281421661376953,0.2972831726074219,0.1877948268559607,0.2173658175398005,0.1061765084041619,0.143521449270443,0.1417329101683219,0.0757125706669164,5.22827125692256,0.46,5.36
63,0,2,0.9244213104248048,0.3250102996826172,0.2741012573242187,0.1686661151646573,0.1503453837131114,0.0929666428925559,0.1260312995484412,0.0969248177547248,0.0674931924170755,5.1450011347462015,0.27,5.095000000000001
64,0,2,0.9058856964111328,0.292734146118164,0.2990951538085937,0.1508178015876985,0.1418739733915981,0.0921504743263846,0.1292594249449072,0.0934195690376901,0.0706830137505976,4.414041948758786,0.275,6.26
65,0,2,0.8163375854492188,0.2677345275878906,0.4995670318603515,0.1601025969654341,0.0973198328660662,0.1045462892212502,0.1218544636682494,0.0702757771717779,0.0733948209995268,5.7140262968650815,0.175,6.445
66,0,2,0.7931041717529297,0.0737075805664062,0.5781764984130859,0.2048227768302255,0.1489990334616376,0.1360529032737783,0.1550145843240721,0.1063870370236715,0.0894393173579929,5.380142263540689,0.5549999999999999,5.9
67,0,2,0.7625541687011719,0.1551895141601562,0.6293983459472656,0.1704114295709392,0.1187781562767328,0.0994823987012479,0.1290388087565959,0.087989794541817,0.0663435949045634,7.8153078833863905,0.36,6.460000000000001
68,0,2,0.8370590209960938,0.1988296508789062,0.5170803070068359,0.1259321808413957,0.074852144261119,0.0710764139785691,0.098174143577425,0.053207060760003,0.0489109187213467,7.383345743253295,0.175,5.585000000000001
69,0,2,0.9074783325195312,0.2470874786376953,0.3528308868408203,0.1366170261782424,0.0994508919508891,0.0963219321522778,0.1017033287111576,0.0696733493612028,0.0646903579482128,6.369242376667787,0.22,6.2
70,0,2,0.9207363128662108,0.3344860076904297,0.2890663146972656,0.106274374384719,0.0863964267197328,0.0625600503400841,0.0872524104799737,0.0619937509940007,0.0475514963648572,3.719243297368597,0.5900000000000001,5.470000000000001
71,0,2,0.8470306396484375,0.3630027770996094,0.3499755859375,0.1676039104695506,0.127926943096182,0.0910128841084038,0.1301841937663932,0.0846182988299369,0.0681634161864823,4.332477507786451,0.375,5.635
72,0,2,0.7521648406982422,0.1076698303222656,0.6431770324707031,0.1572665664545109,0.1131112402406861,0.0987534097885849,0.1238319631935196,0.0829964513621586,0.0683453289721072,5.060279739147864,0.215,6.01
73,0,2,0.7380313873291016,0.2882041931152344,0.6262989044189453,0.1925927617908545,0.1005682458341734,0.1065881302329717,0.1435833881420363,0.0742045140887356,0.0770803740537282,5.669818430576724,0.17025,6.34
74,0,2,0.7674083709716797,0.2651729583740234,0.5722103118896484,0.1854258968072061,0.119945708239399,0.0987338754526147,0.1304091259790217,0.0867665062174791,0.0678531208768421,5.910973549221205,0.36,6.529999999999999
75,0,2,0.8158149719238281,0.2010517120361328,0.54583740234375,0.1667533701512388,0.1145884085818072,0.0902828736358721,0.1202956294115574,0.0811502778444987,0.0636019804830312,4.290466742740221,0.21,5.71
76,0,2,0.8098583221435547,0.2077465057373047,0.5521469116210938,0.1509859966662385,0.1048616711322693,0.0977949792914025,0.1167563734796863,0.0745265996479254,0.0667843006859692,4.974232685667414,0.48,6.595000000000001
77,0,2,0.9088096618652344,0.1934680938720703,0.0753059387207031,0.0944438476723301,0.1038273560982952,0.0971041413640257,0.0735543946457503,0.0772820571577297,0.0685540247031023,5.63674788560101,0.35,6.36
78,0,2,0.8809852600097656,0.2711105346679687,0.0512065887451171,0.0862033138960765,0.0576835944702396,0.0675332522603365,0.0728405361575871,0.0462639418945943,0.0528645982827911,5.165917014129542,0.14,4.8149999999999995
79,0,2,0.9212112426757812,-0.0846233367919921,0.3071117401123047,0.127187559639381,0.0862892303100398,0.0951029487609967,0.0980171808549757,0.064690398020537,0.0597864597884489,2.299656771803401,0.39,7.1
80,0,2,0.933063507080078,0.246988296508789,0.2102088928222656,0.1395258163325226,0.115665328142596,0.0787433672264388,0.1077106560884915,0.0742862491641696,0.0552481817598352,2.154032669398276,0.375,7.529999999999999
81,0,2,0.8555526733398438,0.4865970611572265,0.0841598510742187,0.3672268819182783,0.2747248152482158,0.2187025957488612,0.2948060068049796,0.2152072990620676,0.1817858633921418,3.6040370445532526,0.195,7.095000000000001
82,0,2,0.8383541107177734,0.5034923553466797,0.0654525756835937,0.3943390715556003,0.3572014298234121,0.2431250789668306,0.3181026690068638,0.2704035700018761,0.2040489071822394,3.38492294879499,0.48,7.41
83,0,2,0.8453826904296875,0.5061378479003906,0.0404300689697265,0.3358014540827307,0.2750106819203491,0.1984194382123411,0.273608618209037,0.2111646809425628,0.1680926985692478,2.893794976335574,0.15,7.2
84,0,2,0.8539409637451172,0.5265026092529297,0.2077808380126953,0.1400574311096718,0.0991399741910902,0.0983726228278069,0.1063910806376294,0.0721328887326085,0.0737881031295402,2.492794034103846,0.335,7.324999999999999
85,0,2,0.8290328979492188,0.5199623107910156,0.1457271575927734,0.2409752974546867,0.187314303821419,0.1412791714199004,0.1977893657907392,0.1360590545346444,0.1137349961935005,3.67517356220194,0.195,6.675000000000001
86,0,2,0.863128662109375,0.4738731384277344,0.0645771026611328,0.2807514200392993,0.2720631872826415,0.184741947750284,0.2157063313309279,0.2034310761619141,0.1486785892542855,2.419885797013949,0.12025000000000001,7.33
87,0,2,0.8922176361083984,0.4801464080810547,0.1013965606689453,0.237888713795085,0.1743870257113834,0.1569852930961607,0.1822832038222618,0.1267751970054573,0.1205501591494772,2.1806416486490803,0.27,7.135
88,0,2,0.907470703125,0.4120826721191406,0.1438846588134765,0.1372355772731429,0.1173520572921114,0.0827475718539305,0.1049347023640436,0.0810568783629035,0.0620118646111836,2.293246117943727,0.18,7.46
89,0,2,0.8452930450439453,0.4664344787597656,0.1196327209472656,0.2472062368628472,0.2637198161039076,0.1736035375542645,0.1958434575553359,0.1906128570775855,0.1331312033133459,3.46985996932574,0.21500000000000002,6.890000000000001
90,0,2,0.8463401794433594,0.3015365600585937,0.4553680419921875,0.1686797253045009,0.1264267022881711,0.0975675107707502,0.1230357110662974,0.0882333045580248,0.0683981365084645,2.2640882183155338,0.12025000000000001,6.359999999999999
91,0,2,0.7656879425048828,0.3657798767089844,0.4086685180664062,0.2407226685047639,0.1993719990183753,0.1302549578823946,0.1815002698826573,0.1446064637107493,0.0947887839936414,1.8190573147450917,0.10525000000000001,7.39
92,0,2,0.7728195190429688,0.1642055511474609,0.4344749450683594,0.2154515025823046,0.1873734713293967,0.1725537416559863,0.1623660288544194,0.1380250305345306,0.1265448487662512,2.4644900513486765,0.13525,7.87
93,0,2,0.7726154327392578,0.5618534088134766,0.1551189422607422,0.3418278520618686,0.3473894055348633,0.2144079031981918,0.2811497737581754,0.2398490588998453,0.1756057855821273,3.1339970973664886,0.395,7.66
94,0,2,0.8833770751953125,0.4807510375976562,0.1607398986816406,0.1829062926083978,0.134557387767403,0.1288402899882532,0.139234872994604,0.0924368297758144,0.0920508141173818,1.2920671602763327,0.12525,7.050000000000001
95,0,2,0.8487186431884766,0.4881553649902344,0.1232204437255859,0.3026965819235774,0.2285283961132054,0.1569778806970316,0.2375798238658204,0.1712291012009481,0.1281828508112508,2.9237522587709086,0.24,7.21
96,0,2,0.9255943298339844,0.2853336334228515,0.2523193359375,0.1433673916806246,0.0905617659856012,0.0919151873887684,0.106488270646463,0.0630474161825004,0.0622564213612354,3.271892843477991,0.325,7.525
97,0,2,0.8418540954589844,0.3827648162841797,0.3303050994873047,0.1946693857647062,0.1616641332706232,0.1315619829833851,0.15680086397201,0.109500349160123,0.0936151100899448,2.8150066841864203,0.235,7.335
98,0,2,0.8397636413574219,0.4225807189941406,0.2828388214111328,0.2363939577244313,0.1693898219466123,0.1515301374086887,0.195262177469449,0.1328371949826266,0.1152772124173261,4.619608524690305,0.485,7.4
99,0,2,0.920827865600586,0.1015834808349609,0.2940845489501953,0.2243611375801936,0.1519986423723699,0.1440434286206647,0.1640199586251129,0.1068765417598023,0.1003576435739249,3.823101924091917,0.39,7.904999999999999
100,0,2,0.8681240081787109,0.3663787841796875,0.2359981536865234,0.2533193553370209,0.1801038043498981,0.153955403176297,0.1910895082598259,0.1301145973945793,0.1141215380619752,2.7432424174672363,0.17025,7.029999999999999
101,0,2,0.8670005798339844,0.4500274658203125,0.1417312622070312,0.2449943875683447,0.2620307862737423,0.1554966753980178,0.1944937874465037,0.1795790131615895,0.1214887346104337,2.935444962707545,0.385,6.9399999999999995
102,0,2,0.9203109741210938,0.2473163604736328,0.3334617614746094,0.1807697054082665,0.1251602306666173,0.1151266469537814,0.1317272204310613,0.0860906995209615,0.0793714254762694,0.8597221460908613,0.445,7.585
103,0,2,0.8973102569580078,0.1874847412109375,0.3666439056396484,0.1749260505127249,0.092706168463204,0.086225899131765,0.1275328959353106,0.0674335259346033,0.0628467817821734,0.6597521300068054,0.23,7.335000000000001
104,0,2,0.8941688537597656,0.3372211456298828,0.3370552062988281,0.1962763064240147,0.140454717377482,0.1133478127138024,0.1501406733242479,0.0935905212443442,0.0837447065373292,1.4175103925887573,0.565,7.85
105,0,2,0.9108943939208984,0.2042713165283203,0.3613338470458984,0.1470735042125065,0.1064156772709962,0.0784378676466943,0.1121275698703572,0.0729618085438739,0.0553947504630985,5.806549946840452,0.43000000000000005,7.665
106,0,2,0.8390598297119141,0.3990955352783203,0.2784595489501953,0.3078561853882603,0.2463354746537193,0.1673396087622994,0.2596298282390725,0.1751257191427879,0.1378424404343653,5.6017235491776045,0.195,7.43
107,0,2,0.9004058837890625,0.3069515228271484,0.1582298278808593,0.2087715780158588,0.1528009192720227,0.1418702921264424,0.1543665501553922,0.109537791396347,0.098159340382643,5.644442681259915,0.14,7.42
108,0,2,0.8900337219238281,0.1382331848144531,-0.0464591979980468,0.3318519488110074,0.2320533394824932,0.2564215652596451,0.2429398440787692,0.1746105178283173,0.1849575542791884,3.5815814356572604,0.21000000000000002,7.205
109,0,2,0.9094314575195312,0.3421535491943359,-0.08453369140625,0.2882710235635868,0.1871354991213462,0.1944487868772069,0.2395608799208269,0.1602512998711058,0.163092053297414,3.3449125671636044,0.125,7.245
110,0,2,0.9022941589355468,0.4044303894042969,-0.0442638397216796,0.3800648704217442,0.2667371495439457,0.2429301716007567,0.2873251647733484,0.2045077252965408,0.1799981530763501,2.3558252074448265,0.33999999999999997,7.445
111,0,2,0.8180217742919922,0.5240612030029297,0.2884960174560547,0.1531709715064594,0.1088034446925216,0.0943140382209339,0.1175011896870708,0.0717774091212701,0.0670280905260993,0.8947755988645494,0.24,7.215
112,0,2,0.8943805694580078,0.3695697784423828,0.2467842102050781,0.163922042705314,0.0958168234267269,0.0956148827694266,0.125504066295528,0.0674110863433918,0.072731334418277,0.36754953478471103,0.365,7.57
113,0,2,0.8794384002685547,0.4439888000488281,0.1440868377685547,0.2662005468012489,0.2584421405745951,0.1633274045711619,0.2091397737464966,0.1855565097744966,0.1398013637861179,4.876127259644236,0.28500000000000003,7.415
114,0,2,0.8759002685546875,0.4546470642089844,0.158111572265625,0.213443307162301,0.1642143974863317,0.1431070264388597,0.1659946740506951,0.1107729574430275,0.1049825679212905,3.1578765548779386,0.195,6.965
115,0,2,0.8726978302001953,0.3945331573486328,0.2301921844482422,0.1247067261379458,0.0957469055583907,0.0910881830442835,0.0926539865753423,0.0644814277414318,0.0650937112308854,2.7381061376316,0.185,7.365
116,0,2,0.8898124694824219,0.3488826751708984,0.2784957885742187,0.1834157457067396,0.1366912371112422,0.1091971960364249,0.1358445691571968,0.0895265396546639,0.0764442396697811,1.062421180420024,0.515,7.035
117,0,2,0.8741054534912109,0.37225341796875,0.2532463073730469,0.2770888498925127,0.1815907695832025,0.1432336010047714,0.2271162614830155,0.144175352885897,0.1166205921594822,2.86737187957847,0.255,7.2700000000000005
118,0,2,0.8485794067382812,0.5238227844238281,0.2454738616943359,0.2371392370466873,0.1496711999441576,0.150201796927143,0.1722372417147302,0.1059099537902213,0.1050153030169323,3.006501402412091,0.42000000000000004,7.289999999999999
119,0,2,0.8965320587158203,0.3994636535644531,0.2533779144287109,0.1705027288429271,0.1012101358573795,0.1016037894353086,0.1227702658231032,0.0703630568487821,0.0722869949274307,2.906499323957658,0.42,7.23
120,0,2,0.9595565795898438,0.2482204437255859,0.1885223388671875,0.1390439336514643,0.1032693064303726,0.088672642680619,0.1115348853675772,0.0708510995191083,0.0643107495331341,4.463916390702717,0.28,7.19
121,0,2,0.9540081024169922,0.2509880065917969,0.1826553344726562,0.1303853224592825,0.1147000679739552,0.0771721452829942,0.1053920428537438,0.0755440075747686,0.0593057596444472,4.1664601159051,0.16499999999999998,6.635
122,2,2,0.6336383819580078,-0.5055618286132812,-0.4480152130126953,0.2265918255340438,0.1429178752021016,0.1489294881787325,0.1972782427254444,0.1316678525671743,0.1344008727058058,0.782982754119379,0.1005,5.78
123,2,2,0.5831584930419922,-0.2750778198242187,-0.6700649261474609,0.5404987472624839,0.363586013123969,0.3430509381489554,0.4537539277555675,0.3272370016736586,0.3253353580369544,2.0066562918650983,0.385,5.890000000000001
124,2,2,0.3266067504882812,-0.5020713806152344,-0.7109355926513672,0.4365245268239641,0.2644528623225468,0.3197736768888634,0.3749862465811868,0.2557698752498952,0.2733414376706027,3.1973592122816523,0.43,6.300000000000001
125,2,2,0.6764640808105469,-0.2542877197265625,-0.6626682281494141,0.0745947042608078,0.049181209533192,0.0517803424156082,0.0637939553118781,0.0433912972233818,0.0455257751942062,4.3252558291903975,0.355,6.865
126,2,2,0.8994293212890625,-0.2393550872802734,-0.360687255859375,0.0863163191265253,0.0346470992444792,0.036218986536471,0.0705696160034671,0.0314550322467721,0.0317932758009785,4.421006830020456,0.165,6.630000000000001
127,2,2,0.9403114318847656,-0.1488914489746093,-0.2734737396240234,0.0601256674218646,0.0376329457062102,0.0373491567481039,0.0448726462092415,0.0271850871212513,0.026089384315503,3.0234204479249036,0.24,6.26
128,2,2,0.8926753997802734,0.4867839813232422,0.0577507019042968,0.0760415932141021,0.0644423956986359,0.0488785896017413,0.0573894393103939,0.044781376251765,0.0324266783983906,2.337813469524448,0.22000000000000003,6.130000000000001
129,2,2,0.9084644317626952,0.4625072479248047,0.0366058349609375,0.0381629764079971,0.0373166177449588,0.0302325572914191,0.0314457087983025,0.0270670555615026,0.0217859776903308,2.805121033569941,0.25525,7.11
130,2,2,0.9377841949462892,0.2080078125,0.1491317749023437,0.1130732707973063,0.102307417141333,0.0880791022720552,0.0860605225915254,0.0781169537855451,0.0624428753798884,4.520547381983728,1.04,7.48
